P:,100, 50, 30, 10, 5, 3, 1
error_mnf:,  0.10237259, 0.0724274,  0.05610122, 0.03255465, 0.02746941, 0.03128724,
 0.24243184
error_pca:,  0.10237259, 0.07295498, 0.05666797, 0.03300295, 0.02544815, 0.02686708,
 0.10489155
